YEAR,MO,DY,HR,T2M,T2MDEW,QV2M,PRECTOTCORR,WS2M
2019,12,15,17,7.13,6.21,5.92,0,1.28
2019,12,15,18,6.61,6.2,5.92,0,1.19
2019,12,15,19,6.37,6.09,5.86,0,1.32
2019,12,15,20,6.06,6,5.86,0,1.35
2019,12,15,21,6.13,5.98,5.86,0,1.32
2019,12,15,22,6.17,5.98,5.86,0,1.3
2019,12,15,23,6.12,5.95,5.8,0,1.3
2019,12,16,0,5.92,5.94,5.8,0,1.3
2019,12,16,1,6.14,6.01,5.86,0,1.28
2019,12,16,2,6.56,5.93,5.8,0,1.18
2019,12,16,3,6.36,5.79,5.74,0,1.19
2019,12,16,4,5.74,5.55,5.68,0,1.33
2019,12,16,5,4.82,5.23,5.55,0,1.44
2019,12,16,6,4.31,4.94,5.43,0,1.48
2019,12,16,7,4.27,4.64,5.31,0,1.42
2019,12,16,8,6.92,5.69,5.68,0,1.05
2019,12,16,9,9.12,5.53,5.62,0,1.2
2019,12,16,10,11.13,3.94,5.07,0,1.28
2019,12,16,11,12.51,3.2,4.82,0,1.28
2019,12,16,12,13.43,2.76,4.64,0,1.23
2019,12,16,13,13.85,2.83,4.7,0,1.18
2019,12,16,14,13.82,3.25,4.82,0,1.13
2019,12,16,15,12.81,5.19,5.55,0,0.93
2019,12,16,16,9.68,5.9,5.8,0,1.03
2019,12,16,17,7.4,4.48,5.25,0,1.19
2019,12,16,18,6.56,4.35,5.19,0,1.21
2019,12,16,19,5.98,4.08,5.13,0,1.38
2019,12,16,20,5.98,3.93,5.07,0,1.5
2019,12,16,21,5.43,3.81,5,0,1.41
2019,12,16,22,4.87,3.75,5,0,1.31
2019,12,16,23,4.75,3.8,5,0,1.28
2019,12,17,0,5.55,4.12,5.13,0,1.32
2019,12,17,1,6.75,4.26,5.19,0,1.42
2019,12,17,2,7.21,4.26,5.19,0,1.44
2019,12,17,3,7.47,4.12,5.13,0,1.49
2019,12,17,4,7.64,3.82,5,0,1.56
2019,12,17,5,7.66,3.5,4.88,0,1.62
2019,12,17,6,7.62,3.05,4.76,0,1.67
2019,12,17,7,7.64,2.39,4.52,0,1.66
2019,12,17,8,8.33,1.89,4.39,0,1.59
2019,12,17,9,9.71,1.51,4.27,0,1.6
2019,12,17,10,11.04,1.19,4.21,0,1.65
2019,12,17,11,12.33,1.69,4.33,0,1.62
2019,12,17,12,13.37,2.3,4.52,0,1.7
2019,12,17,13,13.42,3.04,4.82,0,1.25
2019,12,17,14,12.73,5.95,5.86,0,0.86
2019,12,17,15,11.44,7.36,6.47,0,0.83
2019,12,17,16,10.23,5.3,5.62,0,1.19
2019,12,17,17,9.19,4.06,5.13,0,1.37
2019,12,17,18,8.18,2.94,4.76,0,1.58
2019,12,17,19,7.22,2.97,4.82,0,1.69
2019,12,17,20,6.3,3.76,5.13,0.01,1.58
2019,12,17,21,7.01,5.27,5.68,0.12,1.63
2019,12,17,22,8.79,7.24,6.47,0.55,2
2019,12,17,23,9.56,7.76,6.65,0.49,2.35
2019,12,18,0,9.37,7.96,6.77,0.26,2.37
2019,12,18,1,9.34,8.37,6.96,0.33,2.3
2019,12,18,2,9.51,8.84,7.14,0.38,2.13
2019,12,18,3,9.7,9.26,7.39,0.32,1.9
2019,12,18,4,9.54,9.32,7.39,0.43,1.69
2019,12,18,5,9.45,9.23,7.39,0.61,1.61
2019,12,18,6,9.38,9.16,7.32,0.67,1.51
2019,12,18,7,9.48,9.17,7.32,0.73,1.45
2019,12,18,8,10.52,9.8,7.63,0.65,1.46
2019,12,18,9,11.65,10.36,7.93,0.53,1.58
2019,12,18,10,12.38,10.13,7.81,0.51,1.7
2019,12,18,11,12.93,9.22,7.32,0.28,1.81
2019,12,18,12,13.39,8.69,7.08,0.19,1.9
2019,12,18,13,13.48,8.65,7.08,0.16,1.9
2019,12,18,14,13.18,8.94,7.2,0.16,1.84
2019,12,18,15,12.44,9.57,7.51,0.24,1.61
2019,12,18,16,11.17,9.96,7.69,0.29,1.3
2019,12,18,17,10.33,10.03,7.75,0.25,1.26
2019,12,18,18,10.07,10.16,7.81,0.29,1.23
2019,12,18,19,10.4,10.39,7.93,0.23,1.25
2019,12,18,20,10.96,10.69,8.06,0.24,1.27
2019,12,18,21,10.99,10.68,8.06,0.16,1.09
2019,12,18,22,10.73,10.44,7.93,0.15,1.12
2019,12,18,23,9.61,9.63,7.51,0.13,1.03
2019,12,19,0,8.93,9.08,7.26,0.15,0.98
2019,12,19,1,8.43,8.65,7.02,0.16,1.02
2019,12,19,2,8.57,8.4,6.9,0.07,1.23
2019,12,19,3,8.85,8.38,6.9,0.03,1.2
2019,12,19,4,9.07,8.4,6.9,0.01,1.06
2019,12,19,5,9.3,8.47,6.96,0.01,0.89
2019,12,19,6,9.45,8.51,6.96,0.01,0.66
2019,12,19,7,9.61,8.51,6.96,0.01,0.38
2019,12,19,8,10.48,10,7.75,0.01,0.12
2019,12,19,9,12.72,10.03,7.81,0,0.28
2019,12,19,10,13.88,8.4,6.9,0,0.34
2019,12,19,11,14.78,8.77,7.08,0.01,0.43
2019,12,19,12,15.29,9.27,7.32,0,0.43
2019,12,19,13,15.5,9.44,7.39,0,0.46
2019,12,19,14,15.15,9.55,7.45,0,0.44
2019,12,19,15,14.3,10.48,7.93,0,0.37
2019,12,19,16,12.7,10.36,7.87,0,0.65
2019,12,19,17,11.91,9.07,7.2,0,0.84
2019,12,19,18,11.62,8.91,7.14,0,0.76
2019,12,19,19,11.37,8.82,7.08,0,0.71
2019,12,19,20,11.23,8.73,7.08,0,0.66
2019,12,19,21,10.91,8.51,6.96,0,0.69
2019,12,19,22,10.4,8.26,6.84,0,0.83
2019,12,19,23,9.65,8.01,6.71,0,1
2019,12,20,0,8.81,7.8,6.59,0,1.12
2019,12,20,1,8.05,7.69,6.59,0,1.06
2019,12,20,2,7.76,7.76,6.59,0,0.91
2019,12,20,3,7.62,7.67,6.59,0,0.91
2019,12,20,4,7.43,7.53,6.53,0,0.87
2019,12,20,5,7.28,7.44,6.47,0,0.86
2019,12,20,6,7.16,7.26,6.41,0,1.08
2019,12,20,7,7.13,7.2,6.35,0,1.07
2019,12,20,8,9.55,8.39,6.9,0,0.96
2019,12,20,9,11.6,8.99,7.2,0,0.99
2019,12,20,10,13.78,9.66,7.51,0,0.78
2019,12,20,11,15.35,9.9,7.63,0,0.75
2019,12,20,12,16.28,9.89,7.63,0,0.81
2019,12,20,13,16.65,9.8,7.57,0,0.87
2019,12,20,14,16.23,9.87,7.63,0,0.78
2019,12,20,15,14.9,11.37,8.48,0,0.51
2019,12,20,16,12.99,10.2,7.81,0,0.79
2019,12,20,17,12.3,8.96,7.2,0,0.92
2019,12,20,18,12.01,8.67,7.02,0,0.92
2019,12,20,19,11.27,8.44,6.96,0,1.06
2019,12,20,20,10.47,8.16,6.84,0,1.18
2019,12,20,21,9.98,7.85,6.65,0,1.21
2019,12,20,22,9.55,7.52,6.53,0,1.22
2019,12,20,23,9.06,7.17,6.35,0,1.21
2019,12,21,0,8.68,6.85,6.23,0,1.19
2019,12,21,1,8.5,6.58,6.16,0,1.18
2019,12,21,2,8.49,6.42,6.1,0,1.22
2019,12,21,3,8.38,6.47,6.1,0,1.23
2019,12,21,4,8.11,6.9,6.29,0,1.14
2019,12,21,5,8.02,7.72,6.65,0,1.01
2019,12,21,6,8.13,8.65,7.08,0,1.02
2019,12,21,7,8.41,9.42,7.45,0,0.98
2019,12,21,8,10.3,10.34,7.93,0,0.93
2019,12,21,9,12.5,11.3,8.42,0,1.04
2019,12,21,10,13.52,11.26,8.42,0,1.3
2019,12,21,11,14.31,10.81,8.18,0,1.68
2019,12,21,12,14.79,10.49,8,0,1.89
2019,12,21,13,14.76,10.48,8,0,1.97
2019,12,21,14,14.3,10.69,8.12,0,1.91
2019,12,21,15,13.48,10.8,8.18,0,1.83
2019,12,21,16,12.37,10.61,8.06,0,1.72
2019,12,21,17,11.65,10.3,7.93,0,1.86
2019,12,21,18,11.49,10.05,7.81,0.01,2
2019,12,21,19,11.45,9.93,7.75,0,2.03
2019,12,21,20,11.69,9.95,7.75,0,2.17
2019,12,21,21,12.04,10,7.75,0,2.36
2019,12,21,22,12.23,9.96,7.75,0,2.56
2019,12,21,23,12.36,9.94,7.75,0,2.72
2019,12,22,0,12.55,10.04,7.81,0,2.94
2019,12,22,1,12.69,10.23,7.93,0.06,3.25
2019,12,22,2,12.76,10.41,8.06,0.24,3.59
2019,12,22,3,12.95,10.64,8.18,1.61,3.84
2019,12,22,4,13.01,11.12,8.42,5.53,4.08
2019,12,22,5,12.96,11.83,8.85,3.21,3.86
2019,12,22,6,12.17,10.91,8.3,0.72,3.11
2019,12,22,7,10.57,9.23,7.39,0.11,2.26
2019,12,22,8,10.71,9.3,7.45,0.06,1.68
2019,12,22,9,11.72,9.69,7.63,0.13,1.74
2019,12,22,10,12.98,9.97,7.75,0.28,1.95
2019,12,22,11,13.54,10.09,7.81,0.5,1.98
2019,12,22,12,13.37,10.18,7.87,0.5,1.76
2019,12,22,13,12.65,9.95,7.75,0.47,1.65
2019,12,22,14,11.58,9.43,7.51,0.46,1.63
2019,12,22,15,10.75,8.84,7.2,0.21,1.67
2019,12,22,16,9.82,8.33,6.96,0.08,1.57
2019,12,22,17,8.2,7.55,6.59,0.03,1.46
2019,12,22,18,7.37,7,6.35,0.01,1.32
2019,12,22,19,7,6.51,6.1,0.01,1.32
2019,12,22,20,7.05,6.25,6.04,0,1.35
2019,12,22,21,7.08,6.17,5.98,0,1.32
2019,12,22,22,6.84,6.08,5.92,0,1.36
2019,12,22,23,6.32,5.97,5.92,0,1.45
2019,12,23,0,6.08,5.95,5.92,0,1.45
2019,12,23,1,5.89,5.92,5.86,0,1.46
2019,12,23,2,5.58,5.83,5.86,0,1.33
2019,12,23,3,5.88,6.01,5.92,0,1.02
2019,12,23,4,6.37,6.15,5.98,0,1.05
2019,12,23,5,6.15,5.85,5.86,0,0.98
2019,12,23,6,5.84,5.48,5.68,0,0.93
2019,12,23,7,5.65,5.21,5.62,0.01,0.91
2019,12,23,8,6.19,5.37,5.68,0.01,1
2019,12,23,9,7.22,5.72,5.8,0.01,1.25
2019,12,23,10,9.05,5.55,5.74,0.01,1.42
2019,12,23,11,10.62,4.86,5.49,0.01,1.53
2019,12,23,12,11.4,4.4,5.31,0,1.37
2019,12,23,13,11.83,4.07,5.19,0,1.06
2019,12,23,14,11.82,4.01,5.19,0,0.87
2019,12,23,15,11.07,4.71,5.43,0,0.92
2019,12,23,16,8.32,5.9,5.86,0,1.04
2019,12,23,17,6.44,5.04,5.55,0,1.4
2019,12,23,18,6.13,5.2,5.62,0,1.48
2019,12,23,19,6.28,5.24,5.62,0,1.48
2019,12,23,20,6.93,5.29,5.62,0,1.17
2019,12,23,21,7.3,5.11,5.55,0,0.47
2019,12,23,22,7.09,4.9,5.49,0,0.48
2019,12,23,23,6.26,4.86,5.43,0,0.88
2019,12,24,0,5.62,4.95,5.49,0.01,1.11
2019,12,24,1,5.66,5.08,5.55,0.04,1.12
2019,12,24,2,6.12,5.15,5.55,0.07,0.99
2019,12,24,3,6.19,5.18,5.55,0.07,1.14
2019,12,24,4,5.67,5.17,5.55,0.02,1.36
2019,12,24,5,5.8,5.39,5.68,0.02,1.26
2019,12,24,6,5.89,5.34,5.62,0.01,1.07
2019,12,24,7,5.85,5.19,5.55,0.01,1.01
2019,12,24,8,7.41,6.23,5.98,0.01,0.95
2019,12,24,9,8.55,6.46,6.1,0.01,1.09
2019,12,24,10,8.89,6.09,5.92,0.01,1.13
2019,12,24,11,9.49,5.65,5.74,0.02,1.32
2019,12,24,12,9.68,5.4,5.68,0.02,1.55
2019,12,24,13,9.46,5.25,5.62,0.02,1.67
2019,12,24,14,9.1,5.19,5.55,0.01,1.55
2019,12,24,15,8.48,5.44,5.68,0.01,1.2
2019,12,24,16,7.2,5.73,5.8,0,0.88
2019,12,24,17,6.5,5.14,5.55,0,0.96
2019,12,24,18,6.59,4.97,5.49,0,1.04
2019,12,24,19,6.68,4.94,5.49,0.01,1.06
2019,12,24,20,6.48,4.89,5.49,0.01,1.15
2019,12,24,21,6.15,4.93,5.49,0.02,1.24
2019,12,24,22,5.72,5.05,5.55,0.08,1.3
2019,12,24,23,5.52,5.36,5.68,0.12,1.15
2019,12,25,0,5.98,5.88,5.86,0.15,1.07
2019,12,25,1,6.51,6.33,6.04,0.13,1.14
2019,12,25,2,7.12,6.8,6.23,0.15,1.22
2019,12,25,3,7.72,7.23,6.47,0.18,1.33
2019,12,25,4,7.92,7.41,6.53,0.15,1.39
2019,12,25,5,8.03,7.49,6.59,0.17,1.41
2019,12,25,6,7.99,7.47,6.53,0.15,1.31
2019,12,25,7,7.93,7.41,6.53,0.09,1.33
2019,12,25,8,8.4,7.73,6.65,0.04,1.56
2019,12,25,9,9.14,8.17,6.9,0.03,1.86
2019,12,25,10,9.93,8.19,6.9,0.03,2.1
2019,12,25,11,10.61,7.85,6.71,0.06,2.31
2019,12,25,12,10.88,7.9,6.77,0.12,2.53
2019,12,25,13,10.88,7.94,6.77,0.16,2.45
2019,12,25,14,10.51,7.56,6.59,0.18,2.15
2019,12,25,15,9.8,7.23,6.47,0.24,2.14
2019,12,25,16,9.08,7.07,6.41,0.43,2.18
2019,12,25,17,8.63,6.91,6.35,0.89,2.54
2019,12,25,18,8.35,6.78,6.29,1.47,2.94
2019,12,25,19,8.24,6.72,6.29,1.55,3.28
2019,12,25,20,8.03,6.51,6.16,0.94,3.44
2019,12,25,21,7.53,6.12,5.98,0.41,3.35
2019,12,25,22,7.12,5.84,5.86,0.17,3.01
2019,12,25,23,6.96,5.76,5.86,0.08,2.62
2019,12,26,0,6.92,5.76,5.86,0.05,2.38
2019,12,26,1,6.76,5.78,5.86,0.01,2.21
2019,12,26,2,6.68,5.86,5.86,0.01,2.08
2019,12,26,3,6.58,5.92,5.92,0.01,1.93
2019,12,26,4,6.54,5.93,5.92,0.08,1.96
2019,12,26,5,6.37,5.82,5.86,0.02,1.99
2019,12,26,6,5.52,5.34,5.68,0.01,1.85
2019,12,26,7,4.93,4.84,5.43,0.01,1.66
2019,12,26,8,6.72,5.31,5.62,0,1.64
2019,12,26,9,8.2,5.4,5.68,0,1.63
2019,12,26,10,9.92,4.52,5.31,0,1.75
2019,12,26,11,11.33,3.51,4.94,0,1.85
2019,12,26,12,12.26,2.84,4.76,0,1.92
2019,12,26,13,12.62,2.8,4.7,0,1.81
2019,12,26,14,12.41,3.17,4.82,0,1.79
2019,12,26,15,11.5,4.13,5.19,0,1.64
2019,12,26,16,8.64,5.5,5.68,0,1.27
2019,12,26,17,6.44,4.96,5.49,0,1.21
2019,12,26,18,5.88,5.12,5.55,0,1.14
2019,12,26,19,5.47,5.26,5.62,0,1.12
2019,12,26,20,5.31,5.15,5.55,0,1.3
2019,12,26,21,5.33,5.12,5.55,0,1.4
2019,12,26,22,5.42,5.29,5.62,0,1.44
2019,12,26,23,5.2,5.53,5.74,0,1.44
2019,12,27,0,5.1,5.84,5.86,0,1.44
2019,12,27,1,5.12,6.14,5.98,0,1.43
2019,12,27,2,4.59,6.22,5.98,0,1.49
2019,12,27,3,3.85,6.01,5.92,0,1.42
2019,12,27,4,3.34,5.37,5.68,0,1.36
2019,12,27,5,2.89,4.44,5.31,0,1.38
2019,12,27,6,2.63,3.79,5.07,0,1.41
2019,12,27,7,2.71,3.54,5,0,1.34
2019,12,27,8,5.63,4.73,5.43,0,1.08
2019,12,27,9,7.9,5.21,5.55,0,1.3
2019,12,27,10,10,4.08,5.19,0,1.66
2019,12,27,11,11.55,3.2,4.88,0,1.62
2019,12,27,12,12.5,2.77,4.7,0,1.55
2019,12,27,13,12.35,3.33,4.88,0,1.7
2019,12,27,14,11.45,4.56,5.31,0,1.52
2019,12,27,15,10.39,6.33,6.04,0,1.17
2019,12,27,16,8.44,6.23,5.98,0,1.15
2019,12,27,17,6.31,4.89,5.49,0,1.35
2019,12,27,18,6.08,4.69,5.43,0,1.55
2019,12,27,19,6.3,4.89,5.49,0,1.59
2019,12,27,20,6.38,5.43,5.68,0,1.53
2019,12,27,21,6.26,6.12,5.98,0,1.47
2019,12,27,22,5.87,6.82,6.23,0,1.43
2019,12,27,23,5.89,7.27,6.47,0,1.39
2019,12,28,0,6.18,7.38,6.47,0.01,1.28
2019,12,28,1,6.33,7.26,6.41,0.01,1.17
2019,12,28,2,6.12,7,6.29,0,1.1
2019,12,28,3,6.02,6.84,6.23,0,0.8
2019,12,28,4,6.2,6.66,6.16,0.01,0.71
2019,12,28,5,6.23,6.47,6.1,0.01,0.82
2019,12,28,6,6.06,6.11,5.92,0.01,0.88
2019,12,28,7,5.89,5.77,5.8,0.01,0.9
2019,12,28,8,6.58,5.55,5.74,0,0.82
2019,12,28,9,8.27,5.55,5.68,0,0.76
2019,12,28,10,10.85,4.69,5.37,0,0.74
2019,12,28,11,12.82,4.17,5.19,0,0.86
2019,12,28,12,14.02,4,5.13,0,1
2019,12,28,13,14.37,4.62,5.37,0,1.01
2019,12,28,14,14.08,5.31,5.62,0,0.98
2019,12,28,15,12.34,7.87,6.71,0,0.76
2019,12,28,16,10.05,7.44,6.47,0,0.78
2019,12,28,17,8.97,6.04,5.92,0,1.16
2019,12,28,18,9.13,5.45,5.68,0,1.23
2019,12,28,19,9.58,5.07,5.55,0,1.1
2019,12,28,20,9.6,4.73,5.43,0,0.84
2019,12,28,21,9.48,4.61,5.37,0,0.45
2019,12,28,22,9.37,4.94,5.49,0,0.21
2019,12,28,23,9.08,5.49,5.74,0,0.32
2019,12,29,0,8.94,5.94,5.86,0.01,0.4
2019,12,29,1,8.83,5.89,5.86,0.03,0.65
2019,12,29,2,8,5.62,5.74,0.05,1.02
2019,12,29,3,7.73,5.34,5.62,0.03,1.01
2019,12,29,4,7.76,5,5.49,0.02,0.89
2019,12,29,5,7.41,4.38,5.25,0.02,0.86
2019,12,29,6,7.19,3.9,5.07,0.03,0.85
2019,12,29,7,7.34,4.05,5.13,0.03,0.77
2019,12,29,8,8.59,6.28,5.98,0.03,0.48
2019,12,29,9,11.4,8.51,7.02,0.02,0.63
2019,12,29,10,12.67,8.08,6.77,0.02,0.65
2019,12,29,11,13.2,8.39,6.96,0.07,0.57
2019,12,29,12,13.07,8.94,7.2,0.19,0.67
2019,12,29,13,12.69,9.43,7.45,0.37,0.86
2019,12,29,14,11.78,9.88,7.69,0.75,1.04
2019,12,29,15,11.16,10.25,7.87,0.75,1.05
2019,12,29,16,10.84,10.27,7.87,0.5,1.19
2019,12,29,17,10.62,10.17,7.81,0.43,1.33
2019,12,29,18,10.54,10.11,7.81,0.62,1.37
2019,12,29,19,10.49,10.07,7.75,0.56,1.32
2019,12,29,20,10.35,9.98,7.75,0.6,1.19
2019,12,29,21,9.99,9.75,7.63,0.63,1
2019,12,29,22,9.88,9.58,7.51,0.64,0.8
2019,12,29,23,9.99,9.55,7.51,0.62,0.89
2019,12,30,0,9.68,9.12,7.32,0.37,1.3
2019,12,30,1,8.87,8.23,6.9,0.09,1.56
2019,12,30,2,8.3,7.49,6.53,0.01,1.63
2019,12,30,3,7.9,7.03,6.35,0.01,1.72
2019,12,30,4,7.45,6.7,6.16,0.01,1.82
2019,12,30,5,7.02,6.35,6.04,0.01,1.92
2019,12,30,6,6.65,5.99,5.86,0.01,1.84
2019,12,30,7,6.46,5.82,5.8,0,1.68
2019,12,30,8,7.37,6.15,5.92,0,1.67
2019,12,30,9,9.13,6.59,6.1,0,1.44
2019,12,30,10,11.36,6.88,6.23,0,1.17
2019,12,30,11,13.32,6.65,6.16,0,0.96
2019,12,30,12,14.33,6.8,6.23,0,0.77
2019,12,30,13,14.55,7.26,6.41,0,0.95
2019,12,30,14,14.12,7.57,6.53,0,1.18
2019,12,30,15,13.14,8.12,6.77,0,1.22
2019,12,30,16,10.67,8.6,7.02,0,1.19
2019,12,30,17,8.23,8.08,6.77,0,1.22
2019,12,30,18,7.81,7.87,6.65,0,1.31
2019,12,30,19,7.8,7.75,6.65,0,1.35
2019,12,30,20,7.58,7.85,6.65,0,1.36
2019,12,30,21,8.5,8.12,6.77,0,1.02
2019,12,30,22,8.33,8.03,6.77,0.02,0.78
2019,12,30,23,7.35,7.83,6.65,0.02,1.15
2019,12,31,0,7.01,7.8,6.65,0.02,1.28
2019,12,31,1,7.98,8,6.77,0.01,1.05
2019,12,31,2,8.13,7.81,6.65,0.01,0.87
2019,12,31,3,7.83,7.49,6.53,0,0.89
2019,12,31,4,7.26,7.02,6.35,0,1
2019,12,31,5,6.48,6.44,6.1,0,1.1
2019,12,31,6,6.09,5.94,5.92,0,1.12
2019,12,31,7,6.02,5.69,5.8,0,1.1
2019,12,31,8,7.81,7.05,6.35,0,0.7
2019,12,31,9,9.68,8.12,6.77,0,0.77
2019,12,31,10,11.8,8.95,7.2,0,0.61
2019,12,31,11,14.45,8.12,6.77,0,0.39
2019,12,31,12,15.55,7.23,6.41,0,0.35
2019,12,31,13,15.71,7.44,6.53,0,0.55
2019,12,31,14,15.53,7.8,6.65,0,0.71
2019,12,31,15,14.56,9.64,7.57,0,0.63
2019,12,31,16,11.65,9.23,7.32,0,0.81
2019,12,31,17,9.74,7.53,6.53,0,1.12
2019,12,31,18,9.81,7.13,6.35,0,1.17
2019,12,31,19,10.08,6.63,6.16,0,1.13
2019,12,31,20,10.66,6.18,5.98,0,0.9
2019,12,31,21,10.96,6.12,5.98,0,0.43
2019,12,31,22,9.98,6.23,5.98,0,1.01
2019,12,31,23,8.06,6.77,6.23,0,1.48
2020,1,1,0,7.23,7.56,6.53,0,1.57
2020,1,1,1,7.31,8.15,6.84,0,1.58
2020,1,1,2,8.18,8.41,6.96,0,1.31
2020,1,1,3,8.19,8.41,6.96,0.01,1.22
2020,1,1,4,7.76,8.21,6.84,0,1.26
2020,1,1,5,6.74,7.98,6.77,0,1.45
2020,1,1,6,7.03,8.3,6.9,0,1.19
2020,1,1,7,7.69,8.63,7.02,0,1.08
2020,1,1,8,9.23,9.11,7.26,0,0.91
2020,1,1,9,11.09,9.73,7.57,0,1.07
2020,1,1,10,12.83,10.13,7.75,0,1.3
2020,1,1,11,14.3,11.05,8.24,0.01,1.46
2020,1,1,12,14.87,12.05,8.85,0.01,1.58
2020,1,1,13,15.17,12.33,9.03,0.01,1.62
2020,1,1,14,15.01,12.27,8.97,0.01,1.7
2020,1,1,15,14.15,12.15,8.91,0.01,1.65
2020,1,1,16,12.7,12.04,8.85,0.01,1.35
2020,1,1,17,10.6,11.38,8.48,0.01,1.21
2020,1,1,18,10.44,11.07,8.3,0.01,1.41
2020,1,1,19,10.51,10.8,8.12,0.01,1.46
2020,1,1,20,10.22,10.53,8,0.01,1.4
2020,1,1,21,9.69,10.23,7.81,0,1.31
2020,1,1,22,9.92,10.19,7.81,0,1.37
2020,1,1,23,10.08,10.12,7.75,0,1.5
2020,1,2,0,10.14,10.05,7.75,0,1.7
2020,1,2,1,9.97,9.8,7.63,0,1.65
2020,1,2,2,9.8,9.55,7.51,0,1.6
2020,1,2,3,9.64,9.34,7.39,0,1.52
2020,1,2,4,9.47,9.21,7.32,0,1.36
2020,1,2,5,9.41,9.12,7.26,0,1.31
2020,1,2,6,9.08,8.74,7.08,0,1.27
2020,1,2,7,8.34,8.33,6.9,0,1.22
2020,1,2,8,9.69,8.76,7.08,0,1.35
2020,1,2,9,11.32,8.88,7.14,0,1.43
2020,1,2,10,13.11,8.6,7.02,0,1.52
2020,1,2,11,14.33,8.34,6.9,0,1.66
2020,1,2,12,15,8.39,6.96,0,1.64
2020,1,2,13,15.23,8.64,7.08,0,1.45
2020,1,2,14,15.11,8.8,7.14,0,1.25
2020,1,2,15,14.3,9.5,7.45,0,0.97
2020,1,2,16,11.44,9.82,7.63,0,0.73
2020,1,2,17,9.78,8.7,7.08,0,1.1
2020,1,2,18,9.4,8.51,6.96,0,1.18
2020,1,2,19,9.37,8.54,7.02,0,1.21
2020,1,2,20,9.63,8.65,7.02,0,1.16
2020,1,2,21,9.68,8.69,7.08,0,1.14
2020,1,2,22,9.36,8.57,7.02,0,1.23
2020,1,2,23,8.76,8.33,6.9,0,1.36
2020,1,3,0,8.1,8.04,6.77,0,1.47
2020,1,3,1,7.44,7.71,6.59,0,1.5
2020,1,3,2,6.73,7.41,6.47,0,1.49
2020,1,3,3,6.05,7.19,6.35,0,1.36
2020,1,3,4,5.85,7.16,6.35,0,1.24
2020,1,3,5,5.62,6.86,6.23,0,1.3
2020,1,3,6,5.75,6.73,6.16,0,1.4
2020,1,3,7,6.72,6.8,6.16,0,1.48
2020,1,3,8,8.36,7.18,6.35,0,1.44
2020,1,3,9,10.28,7.9,6.65,0,1.32
2020,1,3,10,13.11,8.54,6.96,0,1.06
2020,1,3,11,15.26,9.34,7.39,0,0.77
2020,1,3,12,16.42,9.35,7.39,0,1.01
2020,1,3,13,16.74,9.34,7.39,0,1.11
2020,1,3,14,16.42,9.53,7.45,0,1.07
2020,1,3,15,15.11,10.55,8,0,0.84
2020,1,3,16,11.84,10.47,7.93,0,0.73
2020,1,3,17,9.64,9.4,7.39,0,1.14
2020,1,3,18,9.3,9.39,7.39,0,1.25
2020,1,3,19,8.61,9.48,7.45,0,1.28
2020,1,3,20,8.04,9.96,7.69,0,1.11
2020,1,3,21,8.05,10.28,7.81,0,1.22
2020,1,3,22,8.06,10.34,7.87,0,1.28
2020,1,3,23,7.98,10.19,7.75,0,1.26
2020,1,4,0,8.15,10.03,7.69,0,1.27
2020,1,4,1,8.67,10.01,7.69,0,1.35
2020,1,4,2,8.77,9.75,7.51,0.01,1.31
2020,1,4,3,8.53,9.29,7.32,0.03,1.19
2020,1,4,4,8.74,9.22,7.26,0.04,1.09
2020,1,4,5,9.46,9.6,7.45,0.01,0.97
2020,1,4,6,9.85,9.87,7.57,0,0.84
2020,1,4,7,9.87,9.9,7.57,0,0.75
2020,1,4,8,11.15,10.81,8.06,0,0.74
2020,1,4,9,11.9,11,8.18,0,0.95
2020,1,4,10,12.26,10.34,7.81,0,1.02
2020,1,4,11,13.11,9.66,7.51,0,0.8
2020,1,4,12,14.55,9.1,7.2,0,0.62
2020,1,4,13,15.07,9.01,7.2,0,0.85
2020,1,4,14,14.61,8.83,7.08,0,1.17
2020,1,4,15,13.44,8.64,6.96,0,1.39
2020,1,4,16,11.08,8.66,6.96,0,1.42
2020,1,4,17,8.76,7.91,6.65,0,1.46
2020,1,4,18,7.95,7.55,6.47,0,1.41
2020,1,4,19,7.16,7.33,6.35,0,1.33
2020,1,4,20,6.76,7.38,6.41,0,1.3
2020,1,4,21,6.52,7.6,6.47,0,1.35
2020,1,4,22,6.58,7.9,6.59,0,1.39
2020,1,4,23,6.84,8.02,6.65,0,1.38
2020,1,5,0,7.05,7.99,6.65,0,1.33
2020,1,5,1,6.84,7.8,6.59,0,1.39
2020,1,5,2,6.87,7.61,6.47,0,1.55
2020,1,5,3,7.03,7.29,6.35,0,1.58
2020,1,5,4,6.6,6.8,6.1,0,1.56
2020,1,5,5,6.45,6.61,6.04,0,1.55
2020,1,5,6,6.62,6.74,6.1,0,1.56
2020,1,5,7,6.86,6.9,6.16,0,1.57
2020,1,5,8,7.84,7.08,6.23,0,1.7
2020,1,5,9,9.3,7.18,6.29,0,2.02
2020,1,5,10,11.19,6.65,6.04,0,2.2
2020,1,5,11,12.33,6.3,5.92,0,2.26
2020,1,5,12,12.87,6.3,5.92,0,2.34
2020,1,5,13,13.05,6.61,6.04,0,2.37
2020,1,5,14,12.95,6.94,6.16,0,2.26
2020,1,5,15,12.36,7.31,6.35,0,2.11
2020,1,5,16,10.68,7.92,6.59,0,1.65
2020,1,5,17,8.15,7.87,6.59,0,1.46
2020,1,5,18,7.6,8,6.65,0,1.45
